student_id,interest,attendance,study_hours,grade_math,grade_physics,grade_literature,grade_biology,grade_chemistry,stress_level,stress_label,interest_label
54834,3,90.0,13,43,20,20,25,27,4,high,medium
54835,2,77.0,10,20,27,20,21,33,4,high,low
54836,2,92.0,16,31,27,25,20,36,4,high,low
54837,4,68.0,9,26,30,32,26,29,3,medium,high
54838,3,71.0,17,20,34,27,30,25,3,medium,medium
54839,3,100.0,21,36,30,37,29,29,2,low,medium
54840,4,67.0,22,20,22,30,32,25,3,medium,high
54841,4,84.0,14,37,20,21,33,33,5,very_high,high
54842,5,81.0,26,55,38,34,35,33,3,medium,very_high
54843,3,70.0,18,31,25,24,30,20,3,medium,medium
54844,5,73.0,15,26,32,40,35,35,3,medium,very_high
54845,1,99.0,11,20,20,20,20,20,5,very_high,very_low
54846,3,91.0,6,20,21,33,20,27,2,low,medium
54847,3,83.0,10,23,28,28,20,37,3,medium,medium
54848,4,79.0,11,29,20,29,29,26,2,low,high
54849,2,75.0,20,27,20,24,22,23,3,medium,low
54850,5,91.0,16,21,30,35,36,47,4,high,very_high
54851,2,66.0,19,20,20,20,20,21,3,medium,low
54852,3,100.0,18,29,20,31,20,33,4,high,medium
54853,2,85.0,5,39,25,20,20,29,3,medium,low
54854,5,90.0,22,46,46,40,35,39,3,medium,very_high
54855,2,64.0,14,20,20,28,25,20,3,medium,low
54856,5,76.0,13,24,26,41,37,33,1,very_low,very_high
54857,1,100.0,9,20,20,20,20,20,2,low,very_low
54858,3,91.0,15,34,20,35,45,20,3,medium,medium
54859,5,81.0,21,22,42,43,47,50,5,very_high,very_high
54860,3,72.0,13,24,24,20,29,31,2,low,medium
54861,2,82.0,17,20,24,35,20,24,3,medium,low
54862,3,70.0,12,22,20,20,25,24,4,high,medium
54863,4,88.0,11,39,38,27,37,41,3,medium,high
54864,4,73.0,14,20,39,27,33,38,4,high,high
54865,2,76.0,18,24,33,32,20,20,3,medium,low
54866,3,79.0,7,20,30,20,20,24,4,high,medium
54867,5,89.0,15,27,31,35,41,40,3,medium,very_high
54868,4,80.0,12,29,24,28,21,45,1,very_low,high
54869,2,76.0,11,20,22,20,26,27,3,medium,low
54870,2,84.0,5,27,20,30,25,20,4,high,low
54871,1,98.0,11,20,20,20,20,22,1,very_low,very_low
54872,3,80.0,10,32,27,20,20,24,3,medium,medium
54873,3,76.0,13,25,24,23,27,20,3,medium,medium
54874,1,91.0,9,20,22,20,20,20,5,very_high,very_low
54875,5,76.0,16,54,37,21,33,33,1,very_low,very_high
54876,5,73.0,13,20,29,20,32,28,2,low,very_high
54877,3,93.0,7,28,20,20,27,24,2,low,medium
54878,4,70.0,16,33,40,25,31,36,4,high,high
54879,1,96.0,7,20,20,20,20,42,2,low,very_low
54880,3,78.0,21,44,27,20,37,26,4,high,medium
54881,1,73.0,6,20,23,20,20,20,3,medium,very_low
54882,2,90.0,14,20,20,20,25,33,1,very_low,low
54883,2,100.0,11,20,23,26,20,20,3,medium,low
54884,3,94.0,13,24,20,23,40,26,5,very_high,medium
54885,2,48.0,20,22,20,20,20,31,2,low,low
54886,4,97.0,11,20,24,20,22,28,3,medium,high
54887,4,78.0,14,22,28,34,20,25,4,high,high
54888,2,67.0,10,20,26,20,20,21,5,very_high,low
54889,3,70.0,11,21,35,20,43,20,3,medium,medium
54890,2,89.0,15,27,20,29,20,33,3,medium,low
54891,3,89.0,6,41,51,30,24,20,2,low,medium
54892,1,100.0,11,24,20,20,20,20,1,very_low,very_low
54893,4,100.0,11,41,20,24,20,33,3,medium,high
54894,3,76.0,9,29,31,20,28,27,2,low,medium
54895,1,100.0,19,30,23,26,21,20,3,medium,very_low
54896,4,85.0,15,20,20,29,20,22,2,low,high
54897,3,73.0,13,20,20,20,28,30,4,high,medium
54898,4,78.0,21,35,40,31,48,38,3,medium,high
54899,5,61.0,13,20,39,26,24,33,2,low,very_high
54900,5,74.0,15,22,39,27,29,48,3,medium,very_high
54901,2,75.0,12,20,27,20,27,20,3,medium,low
54902,3,89.0,7,31,20,26,30,31,4,high,medium
54903,4,59.0,19,28,39,37,21,28,2,low,high
54904,4,100.0,17,25,45,35,27,31,2,low,high
54905,2,75.0,8,20,20,20,20,28,2,low,low
54906,1,72.0,6,20,20,20,20,24,5,very_high,very_low
54907,1,89.0,11,20,29,20,20,20,2,low,very_low
54908,5,94.0,13,21,24,25,43,39,2,low,very_high
54909,2,100.0,10,27,20,20,27,20,3,medium,low
54910,1,64.0,13,20,20,20,20,20,3,medium,very_low
54911,5,76.0,16,30,36,32,41,32,1,very_low,very_high
54912,4,53.0,14,31,24,30,23,29,3,medium,high
54913,3,63.0,16,20,20,23,25,44,3,medium,medium
54914,4,71.0,14,28,29,40,24,20,3,medium,high
54915,3,100.0,18,25,33,22,30,24,4,high,medium
54916,1,78.0,6,20,21,20,20,20,3,medium,very_low
54917,4,67.0,11,24,41,20,30,20,2,low,high
54918,3,80.0,6,26,20,20,25,20,4,high,medium
54919,4,92.0,12,25,34,21,41,25,4,high,high
54920,3,100.0,17,33,22,32,27,26,3,medium,medium
54921,5,99.0,21,29,30,43,33,41,3,medium,very_high
54922,5,81.0,20,48,24,40,41,20,1,very_low,very_high
54923,2,95.0,15,27,23,28,20,20,3,medium,low
54924,5,74.0,18,43,39,36,45,31,3,medium,very_high
54925,2,84.0,17,20,24,20,20,30,3,medium,low
54926,2,92.0,5,20,20,20,20,35,3,medium,low
54927,5,74.0,18,46,34,34,30,24,2,low,very_high
54928,4,62.0,12,35,38,26,28,31,2,low,high
54929,2,75.0,11,25,29,30,20,32,3,medium,low
54930,1,100.0,6,20,20,23,20,20,4,high,very_low
54931,3,85.0,9,27,27,21,22,20,2,low,medium
54932,2,65.0,6,22,20,31,20,20,5,very_high,low
54933,3,80.0,9,23,26,26,26,30,4,high,medium
54934,2,99.0,16,28,20,34,28,27,3,medium,low
54935,5,97.0,11,26,38,36,45,46,1,very_low,very_high
54936,1,75.0,8,20,20,20,20,20,2,low,very_low
54937,2,93.0,8,20,20,27,27,20,4,high,low
54938,4,92.0,20,25,49,20,34,33,4,high,high
54939,5,84.0,12,29,36,30,39,38,3,medium,very_high
54940,5,90.0,17,43,39,44,34,44,4,high,very_high
54941,3,86.0,16,27,22,34,20,25,5,very_high,medium
54942,1,66.0,11,20,20,24,20,20,2,low,very_low
54943,4,68.0,8,20,28,38,20,20,2,low,high
54944,4,89.0,19,25,30,35,30,40,2,low,high
54945,1,100.0,5,20,20,20,20,20,2,low,very_low
54946,1,79.0,12,20,20,28,20,20,2,low,very_low
54947,2,80.0,6,21,23,20,21,20,4,high,low
54948,1,98.0,4,20,20,20,24,20,3,medium,very_low
54949,2,82.0,13,24,20,20,20,26,3,medium,low
54950,2,76.0,11,20,20,20,20,20,2,low,low
54951,4,67.0,17,21,20,22,26,36,3,medium,high
54952,4,100.0,12,29,20,54,29,25,1,very_low,high
54953,2,70.0,12,22,20,25,20,20,5,very_high,low
54954,5,82.0,13,33,40,43,31,49,4,high,very_high
54955,5,72.0,17,37,37,48,33,27,3,medium,very_high
54956,3,68.0,17,33,20,27,31,20,3,medium,medium
54957,3,47.0,19,20,20,20,37,27,3,medium,medium
54958,5,83.0,17,33,21,26,29,30,3,medium,very_high
54959,5,70.0,10,27,40,39,24,20,1,very_low,very_high
54960,4,98.0,14,38,38,38,30,52,4,high,high
54961,3,70.0,17,29,37,20,23,32,4,high,medium
54962,1,69.0,8,20,20,20,28,20,3,medium,very_low
54963,3,100.0,19,33,30,27,25,24,5,very_high,medium
54964,4,86.0,20,34,33,29,25,29,4,high,high
54965,3,45.0,6,23,40,23,20,46,3,medium,medium
54966,2,53.0,10,28,23,22,20,20,3,medium,low
54967,3,88.0,11,38,20,20,29,32,2,low,medium
54968,1,65.0,11,21,20,20,20,20,3,medium,very_low
54969,3,75.0,10,21,28,20,20,29,3,medium,medium
54970,1,73.0,9,20,20,20,26,20,3,medium,very_low
54971,3,74.0,8,20,20,20,20,20,3,medium,medium
54972,5,92.0,19,31,43,44,42,40,3,medium,very_high
54973,1,90.0,10,24,27,28,22,20,4,high,very_low
54974,4,96.0,12,35,26,26,30,38,2,low,high
54975,4,79.0,20,27,28,35,38,29,3,medium,high
54976,4,86.0,11,21,34,31,44,30,3,medium,high
54977,3,74.0,12,35,25,20,36,20,3,medium,medium
54978,2,94.0,8,27,20,22,20,20,3,medium,low
54979,4,89.0,11,35,25,31,20,21,3,medium,high
54980,3,70.0,13,20,20,36,20,37,2,low,medium
54981,2,57.0,12,20,38,23,20,20,2,low,low
54982,2,64.0,8,20,20,20,27,24,3,medium,low
54983,1,50.0,9,20,22,20,20,20,4,high,very_low
54984,3,64.0,6,27,20,20,20,34,4,high,medium
54985,5,93.0,16,41,30,22,39,25,3,medium,very_high
54986,1,55.0,12,23,20,20,20,20,2,low,very_low
54987,2,86.0,15,31,20,21,20,26,1,very_low,low
54988,1,76.0,6,20,20,20,20,20,4,high,very_low
54989,5,92.0,14,28,38,46,20,32,3,medium,very_high
54990,5,76.0,10,32,29,44,32,38,2,low,very_high
54991,2,74.0,13,24,20,20,20,20,3,medium,low
54992,5,76.0,10,39,37,22,29,47,4,high,very_high
54993,2,53.0,12,20,33,21,22,20,4,high,low
54994,3,70.0,23,24,20,23,21,25,2,low,medium
54995,2,80.0,8,20,30,20,20,25,4,high,low
54996,2,100.0,12,20,20,36,22,20,3,medium,low
54997,1,91.0,6,20,20,26,20,20,3,medium,very_low
54998,4,83.0,13,20,39,24,49,32,4,high,high
54999,4,87.0,16,25,20,34,20,37,2,low,high
55000,4,76.0,12,24,46,27,20,27,2,low,high
55001,4,60.0,20,27,41,20,23,29,2,low,high
55002,4,73.0,15,36,31,30,25,33,3,medium,high
55003,4,80.0,20,30,36,38,36,24,3,medium,high
55004,1,86.0,21,20,20,20,22,20,2,low,very_low
55005,4,65.0,14,21,35,23,26,22,3,medium,high
55006,2,73.0,12,20,20,29,20,22,4,high,low
55007,4,74.0,13,21,30,26,27,40,4,high,high
55008,4,100.0,19,27,33,28,35,39,3,medium,high
55009,4,80.0,20,29,20,38,42,32,3,medium,high
55010,2,92.0,8,21,20,20,25,20,3,medium,low
55011,2,100.0,18,28,23,20,23,25,2,low,low
55012,2,73.0,8,20,20,20,20,20,3,medium,low
55013,5,88.0,15,36,20,40,39,24,2,low,very_high
55014,3,65.0,15,20,43,25,24,23,4,high,medium
55015,5,82.0,14,42,37,40,38,43,2,low,very_high
55016,4,100.0,11,35,28,24,32,30,4,high,high
55017,4,87.0,17,34,27,23,47,24,3,medium,high
55018,4,100.0,19,47,44,36,34,45,4,high,high
55019,1,80.0,10,27,20,20,20,20,3,medium,very_low
55020,1,94.0,10,20,25,20,20,20,3,medium,very_low
55021,3,77.0,9,26,20,21,34,35,3,medium,medium
55022,4,82.0,18,43,20,36,26,31,3,medium,high
55023,2,72.0,15,26,20,26,32,34,3,medium,low
55024,3,100.0,13,22,25,25,25,31,3,medium,medium
55025,4,63.0,12,21,31,21,22,20,4,high,high
55026,3,71.0,9,36,20,20,20,22,3,medium,medium
55027,2,89.0,9,23,20,24,20,20,3,medium,low
55028,3,92.0,12,24,28,32,28,20,2,low,medium
55029,1,79.0,9,20,20,20,20,28,4,high,very_low
55030,1,54.0,10,20,20,20,20,20,2,low,very_low
55031,3,96.0,9,20,20,20,29,20,3,medium,medium
55032,3,100.0,13,40,26,20,27,30,5,very_high,medium
55033,1,86.0,12,20,20,20,20,20,3,medium,very_low
55034,3,73.0,13,20,31,20,20,27,4,high,medium
55035,1,84.0,17,20,20,20,24,20,3,medium,very_low
55036,3,78.0,13,43,23,20,39,35,3,medium,medium
55037,2,83.0,19,20,44,22,22,20,3,medium,low
55038,3,62.0,10,24,20,20,21,28,2,low,medium
55039,2,82.0,13,20,20,28,23,20,2,low,low
55040,3,72.0,12,26,29,20,23,24,2,low,medium
55041,5,100.0,10,24,46,26,45,42,5,very_high,very_high
55042,4,74.0,16,47,31,37,26,25,3,medium,high
55043,3,47.0,8,31,23,34,29,25,5,very_high,medium
55044,5,100.0,20,29,43,53,34,27,4,high,very_high
55045,2,61.0,9,20,20,28,20,20,4,high,low
55046,2,91.0,5,20,20,23,20,20,2,low,low
55047,2,64.0,8,21,20,23,21,22,3,medium,low
55048,4,75.0,11,20,20,22,31,20,3,medium,high
55049,2,68.0,8,23,20,20,21,24,4,high,low
55050,4,74.0,11,20,27,34,24,20,4,high,high
55051,3,100.0,16,34,52,24,20,34,3,medium,medium
55052,3,94.0,12,40,20,30,20,25,2,low,medium
55053,2,91.0,8,22,44,29,22,20,4,high,low
55054,3,72.0,17,36,23,21,31,26,4,high,medium
55055,3,72.0,17,25,40,20,25,20,2,low,medium
55056,3,62.0,11,20,20,28,20,32,3,medium,medium
55057,3,82.0,6,20,26,25,22,23,3,medium,medium
55058,4,95.0,26,29,44,33,31,34,4,high,high
55059,2,72.0,22,33,20,24,27,21,3,medium,low
55060,3,72.0,9,20,20,26,28,20,1,very_low,medium
55061,2,96.0,16,29,20,21,20,22,2,low,low
55062,5,87.0,22,39,21,22,39,39,2,low,very_high
55063,4,86.0,11,37,28,20,29,32,3,medium,high
55064,2,79.0,12,20,25,20,32,30,3,medium,low
55065,3,95.0,17,34,41,21,31,22,4,high,medium
55066,1,69.0,6,20,20,23,20,32,3,medium,very_low
55067,5,61.0,13,33,20,22,31,31,3,medium,very_high
55068,5,71.0,20,25,47,49,35,49,4,high,very_high
55069,5,96.0,16,38,44,58,33,41,2,low,very_high
55070,5,60.0,15,39,29,27,27,31,3,medium,very_high
55071,3,85.0,15,34,20,23,26,26,3,medium,medium
55072,5,89.0,14,32,31,24,56,35,4,high,very_high
55073,2,79.0,12,24,20,20,20,26,3,medium,low
55074,1,67.0,15,20,24,20,21,20,4,high,very_low
55075,5,68.0,13,20,32,38,44,37,4,high,very_high
55076,2,58.0,12,26,20,30,24,20,2,low,low
55077,5,86.0,13,30,36,34,29,35,2,low,very_high
55078,3,85.0,17,20,20,29,32,22,4,high,medium
55079,3,85.0,8,28,20,26,27,38,4,high,medium
55080,2,52.0,8,21,20,21,20,20,4,high,low
55081,5,67.0,12,27,36,36,27,46,4,high,very_high
55082,1,81.0,10,20,20,21,20,20,2,low,very_low
55083,4,82.0,13,26,36,38,27,20,4,high,high
55084,4,99.0,11,28,39,32,20,20,2,low,high
55085,3,80.0,12,20,26,27,30,23,3,medium,medium
55086,3,73.0,17,37,20,32,32,27,4,high,medium
55087,2,100.0,12,20,20,32,28,29,3,medium,low
55088,1,100.0,4,20,20,26,20,20,2,low,very_low
55089,4,72.0,16,20,21,41,26,33,3,medium,high
55090,5,89.0,13,20,42,39,34,27,3,medium,very_high
55091,5,93.0,26,41,53,43,39,47,4,high,very_high
55092,4,77.0,30,46,30,29,30,35,3,medium,high
55093,5,95.0,13,37,33,35,46,32,5,very_high,very_high
55094,2,71.0,13,21,24,20,27,20,2,low,low
55095,2,100.0,5,20,20,20,21,20,4,high,low
55096,1,81.0,6,20,20,20,20,20,5,very_high,very_low
55097,5,99.0,13,33,26,27,30,33,4,high,very_high
55098,3,43.0,25,27,28,29,35,38,3,medium,medium
55099,3,74.0,19,21,28,28,30,32,1,very_low,medium
55100,3,88.0,10,35,20,27,20,25,3,medium,medium
55101,1,100.0,4,20,20,20,20,23,4,high,very_low
55102,3,42.0,10,26,20,20,23,20,2,low,medium
55103,2,100.0,8,26,20,20,37,20,4,high,low
55104,2,68.0,15,20,20,20,20,30,4,high,low
55105,4,60.0,22,44,39,29,24,39,1,very_low,high
55106,2,68.0,9,20,23,20,20,20,3,medium,low
55107,5,93.0,20,43,40,37,44,32,4,high,very_high
55108,5,92.0,10,38,49,32,42,35,3,medium,very_high
55109,2,71.0,14,20,20,29,24,20,4,high,low
55110,1,95.0,10,20,20,20,27,33,3,medium,very_low
55111,5,73.0,10,46,21,20,34,30,2,low,very_high
55112,2,100.0,9,33,24,20,24,28,4,high,low
55113,5,77.0,13,36,34,24,39,40,3,medium,very_high
55114,1,95.0,6,20,20,20,20,20,2,low,very_low
55115,4,76.0,14,24,23,35,21,20,4,high,high
55116,5,87.0,24,44,42,28,39,42,3,medium,very_high
55117,1,77.0,8,20,20,20,23,20,3,medium,very_low
55118,4,72.0,20,25,21,38,27,38,3,medium,high
55119,3,65.0,16,36,21,30,32,37,3,medium,medium
55120,5,86.0,16,60,36,23,55,24,2,low,very_high
55121,3,73.0,14,20,27,32,26,20,1,very_low,medium
55122,2,69.0,10,20,20,25,20,29,2,low,low
55123,3,66.0,23,32,20,21,20,45,3,medium,medium
55124,2,97.0,8,23,23,25,21,20,3,medium,low
55125,4,98.0,12,33,24,20,20,22,4,high,high
55126,1,69.0,5,20,20,20,20,23,3,medium,very_low
55127,4,87.0,14,20,34,30,31,28,4,high,high
55128,5,57.0,10,20,21,28,35,23,3,medium,very_high
55129,4,85.0,8,24,20,20,30,27,3,medium,high
55130,4,75.0,17,27,29,28,30,25,5,very_high,high
55131,3,100.0,15,29,20,31,20,28,5,very_high,medium
55132,5,100.0,21,35,33,41,43,29,4,high,very_high
55133,3,98.0,12,27,34,20,39,34,2,low,medium
55134,3,87.0,9,38,32,33,20,38,3,medium,medium
55135,4,97.0,24,42,38,32,35,43,4,high,high
55136,3,93.0,6,24,20,49,23,21,2,low,medium
55137,3,58.0,13,26,28,20,45,31,2,low,medium
55138,1,87.0,6,20,20,20,20,20,3,medium,very_low
55139,1,61.0,6,20,20,20,20,20,3,medium,very_low
55140,1,86.0,14,20,22,20,24,24,4,high,very_low
55141,2,69.0,6,20,25,20,21,20,1,very_low,low
55142,5,65.0,10,41,20,28,34,36,3,medium,very_high
55143,4,93.0,12,21,30,26,42,21,3,medium,high
55144,2,77.0,14,20,20,20,20,28,4,high,low
55145,4,80.0,14,23,25,34,38,29,2,low,high
55146,5,87.0,18,31,43,36,38,51,5,very_high,very_high
55147,1,73.0,9,20,20,20,22,22,5,very_high,very_low
55148,2,70.0,10,20,20,31,20,20,4,high,low
55149,3,100.0,9,20,29,20,20,20,3,medium,medium
55150,3,84.0,15,39,32,20,24,29,3,medium,medium
55151,2,69.0,8,20,20,20,29,24,2,low,low
55152,3,85.0,10,20,24,21,43,26,3,medium,medium
55153,4,65.0,21,31,28,31,34,29,4,high,high
55154,3,82.0,18,20,35,23,22,35,3,medium,medium
55155,1,89.0,7,20,20,20,20,20,3,medium,very_low
55156,1,77.0,13,21,20,20,20,20,3,medium,very_low
55157,3,71.0,16,35,33,24,20,22,1,very_low,medium
55158,4,100.0,27,40,34,33,49,35,3,medium,high
55159,1,77.0,12,21,20,20,26,22,4,high,very_low
55160,4,81.0,21,34,38,40,46,20,1,very_low,high
55161,5,91.0,17,34,29,28,30,31,3,medium,very_high
55162,5,95.0,10,35,33,20,40,29,3,medium,very_high
55163,1,85.0,4,20,20,20,20,20,1,very_low,very_low
55164,4,97.0,11,37,21,29,29,42,3,medium,high
55165,3,99.0,16,29,39,20,33,30,3,medium,medium
55166,3,73.0,21,21,22,20,22,36,4,high,medium
55167,3,84.0,12,41,20,23,20,20,3,medium,medium
55168,2,97.0,8,23,27,20,20,31,3,medium,low
55169,1,100.0,6,20,20,20,20,20,4,high,very_low
55170,3,100.0,14,25,30,26,33,20,4,high,medium
55171,2,96.0,13,22,34,28,37,20,5,very_high,low
55172,4,89.0,21,53,41,20,47,37,2,low,high
55173,2,94.0,14,24,23,29,32,22,4,high,low
55174,4,75.0,15,45,20,23,36,28,4,high,high
55175,1,66.0,6,20,20,20,27,20,4,high,very_low
55176,3,82.0,12,24,25,26,24,32,1,very_low,medium
55177,5,72.0,16,26,27,41,28,40,1,very_low,very_high
55178,3,69.0,7,31,29,20,20,20,4,high,medium
55179,4,78.0,11,45,27,31,42,28,3,medium,high
55180,3,72.0,14,24,26,45,35,28,4,high,medium
55181,5,75.0,13,29,35,38,39,30,4,high,very_high
55182,5,95.0,14,36,31,47,35,38,4,high,very_high
55183,5,81.0,24,29,45,26,47,52,2,low,very_high
55184,2,85.0,14,20,24,20,30,23,3,medium,low
55185,3,54.0,18,35,29,25,28,20,4,high,medium
55186,4,66.0,15,39,39,33,33,28,3,medium,high
55187,2,95.0,12,33,26,20,27,20,1,very_low,low
55188,3,75.0,10,29,36,22,20,20,3,medium,medium
55189,3,70.0,19,42,20,20,20,20,2,low,medium
55190,1,100.0,4,20,20,23,27,20,5,very_high,very_low
55191,3,80.0,14,29,28,22,20,20,5,very_high,medium
55192,2,75.0,16,23,20,20,25,27,5,very_high,low
55193,3,79.0,14,20,34,31,25,31,4,high,medium
55194,4,75.0,15,36,40,21,35,37,3,medium,high
55195,2,62.0,11,21,20,20,20,21,2,low,low
55196,5,54.0,15,32,25,20,34,20,3,medium,very_high
55197,5,63.0,20,42,37,22,42,50,3,medium,very_high
55198,2,91.0,14,28,20,20,20,25,2,low,low
55199,4,96.0,21,23,35,27,37,25,4,high,high
55200,4,67.0,14,23,43,34,20,29,4,high,high
55201,1,85.0,10,20,20,20,20,20,3,medium,very_low
55202,2,100.0,8,24,26,26,23,27,2,low,low
55203,5,67.0,15,34,43,32,33,28,2,low,very_high
55204,5,60.0,15,29,33,27,37,37,3,medium,very_high
55205,1,97.0,6,20,20,20,20,20,1,very_low,very_low
55206,2,59.0,20,23,23,20,20,30,3,medium,low
55207,1,50.0,9,20,20,20,25,20,4,high,very_low
55208,4,56.0,17,26,41,35,30,37,4,high,high
55209,2,73.0,5,20,20,20,20,20,3,medium,low
55210,2,91.0,11,20,20,20,23,22,3,medium,low
55211,2,87.0,10,20,22,20,20,20,4,high,low
55212,4,97.0,15,32,33,23,37,48,4,high,high
55213,1,88.0,6,20,20,20,20,20,2,low,very_low
55214,5,90.0,20,36,31,33,34,45,1,very_low,very_high
55215,4,91.0,11,56,32,37,31,20,1,very_low,high
55216,2,75.0,27,24,34,20,20,21,1,very_low,low
55217,2,77.0,8,20,20,20,20,23,2,low,low
55218,2,77.0,13,20,20,20,22,20,4,high,low
55219,1,70.0,10,20,20,20,20,20,4,high,very_low
55220,3,83.0,10,20,20,26,20,20,3,medium,medium
55221,2,72.0,11,26,20,20,20,22,4,high,low
55222,2,67.0,13,20,29,20,24,29,4,high,low
55223,2,70.0,8,20,20,20,22,23,3,medium,low
55224,3,56.0,13,20,36,20,24,20,2,low,medium
55225,4,81.0,20,40,24,23,20,30,3,medium,high
55226,5,78.0,20,55,27,34,27,26,5,very_high,very_high
55227,4,100.0,17,26,48,38,34,22,5,very_high,high
55228,4,82.0,12,23,30,27,38,24,3,medium,high
55229,2,81.0,8,20,20,30,25,20,3,medium,low
55230,2,79.0,8,26,22,20,20,27,4,high,low
55231,4,75.0,16,36,43,27,48,20,4,high,high
55232,2,60.0,12,20,20,23,20,20,2,low,low
55233,4,82.0,17,26,46,20,22,26,4,high,high
55234,3,100.0,14,23,36,32,25,56,2,low,medium
55235,4,70.0,10,20,22,23,38,37,2,low,high
55236,3,85.0,8,21,20,20,21,21,3,medium,medium
55237,1,98.0,10,25,38,20,20,20,2,low,very_low
55238,2,71.0,10,20,20,29,25,25,4,high,low
55239,3,89.0,6,37,21,24,23,20,3,medium,medium
55240,1,63.0,9,25,20,20,27,22,2,low,very_low
55241,1,96.0,6,20,20,20,28,20,3,medium,very_low
55242,3,74.0,15,32,20,21,20,29,3,medium,medium
55243,4,79.0,24,45,24,36,31,29,4,high,high
55244,4,90.0,10,20,36,20,27,20,2,low,high
55245,5,97.0,22,33,32,27,32,39,4,high,very_high
55246,4,98.0,11,22,26,42,42,22,4,high,high
55247,4,86.0,15,38,35,20,36,31,4,high,high
55248,1,80.0,9,20,20,20,21,20,2,low,very_low
55249,4,68.0,17,28,33,20,30,20,3,medium,high
55250,5,77.0,13,30,30,33,41,35,3,medium,very_high
55251,2,66.0,12,20,20,24,20,20,4,high,low
55252,5,99.0,11,34,35,34,39,37,3,medium,very_high
55253,2,32.0,11,27,31,20,20,20,1,very_low,low
55254,1,100.0,10,20,20,20,23,20,3,medium,very_low
55255,1,60.0,8,20,20,20,20,24,4,high,very_low
55256,2,88.0,5,20,26,21,24,20,2,low,low
55257,2,94.0,9,20,20,20,20,24,2,low,low
55258,3,74.0,19,21,20,34,29,32,5,very_high,medium
55259,2,46.0,8,20,20,20,20,30,2,low,low
55260,2,68.0,5,20,29,22,20,20,5,very_high,low
55261,1,87.0,6,25,23,20,20,20,3,medium,very_low
55262,4,86.0,24,28,35,37,23,47,1,very_low,high
55263,3,60.0,17,20,25,20,28,21,4,high,medium
55264,5,71.0,24,39,28,34,20,39,3,medium,very_high
55265,1,62.0,6,20,20,20,20,20,1,very_low,very_low
55266,5,84.0,18,26,36,34,44,27,3,medium,very_high
55267,1,62.0,6,24,24,20,20,20,2,low,very_low
55268,3,86.0,14,31,33,20,50,20,2,low,medium
55269,1,74.0,11,20,32,20,20,20,5,very_high,very_low
55270,2,86.0,13,20,20,20,20,29,3,medium,low
55271,5,87.0,22,30,31,54,30,33,4,high,very_high
55272,3,81.0,19,33,28,22,31,20,4,high,medium
55273,3,75.0,12,20,37,25,20,20,4,high,medium
55274,2,78.0,5,22,20,20,27,27,3,medium,low
55275,4,77.0,16,39,36,35,40,30,1,very_low,high
55276,3,63.0,10,29,28,23,24,20,3,medium,medium
55277,1,52.0,10,20,20,20,20,20,2,low,very_low
55278,1,70.0,7,20,20,20,20,20,3,medium,very_low
55279,1,65.0,17,20,20,20,20,21,2,low,very_low
55280,3,92.0,15,20,37,20,20,20,1,very_low,medium
55281,4,79.0,22,30,41,38,36,20,4,high,high
55282,3,61.0,11,20,24,20,20,22,4,high,medium
55283,1,85.0,6,20,20,20,20,20,5,very_high,very_low
55284,1,93.0,8,21,20,20,32,20,2,low,very_low
55285,4,72.0,11,21,33,33,29,34,3,medium,high
55286,5,69.0,10,32,35,43,26,33,2,low,very_high
55287,2,100.0,11,20,27,20,20,20,2,low,low
55288,2,90.0,8,25,21,25,20,30,3,medium,low
55289,3,81.0,9,22,20,44,20,22,3,medium,medium
55290,2,78.0,11,32,25,20,22,20,2,low,low
55291,1,65.0,15,20,20,30,20,20,3,medium,very_low
55292,3,100.0,15,26,20,31,33,36,2,low,medium
55293,1,78.0,6,30,20,20,20,22,4,high,very_low
55294,5,71.0,11,23,31,34,20,29,2,low,very_high
55295,1,84.0,11,20,20,33,20,20,3,medium,very_low
55296,3,100.0,9,20,24,29,20,40,4,high,medium
55297,1,72.0,4,22,20,20,20,20,2,low,very_low
55298,4,69.0,14,20,25,20,32,26,3,medium,high
55299,2,61.0,13,20,24,20,20,26,4,high,low
55300,3,56.0,11,20,20,36,20,27,4,high,medium
55301,4,79.0,20,26,28,29,32,20,3,medium,high
55302,4,97.0,8,46,37,20,23,27,3,medium,high
55303,4,86.0,11,23,20,23,20,29,4,high,high
55304,4,69.0,8,41,29,27,20,29,1,very_low,high
55305,5,76.0,20,52,44,30,34,26,3,medium,very_high
55306,5,99.0,20,20,31,40,37,37,2,low,very_high
55307,4,74.0,19,35,29,28,25,20,4,high,high
55308,5,86.0,18,31,39,33,30,36,5,very_high,very_high
55309,4,70.0,15,20,40,28,37,37,3,medium,high
55310,5,64.0,11,37,33,38,30,25,5,very_high,very_high
55311,4,92.0,9,30,36,20,30,24,3,medium,high
55312,4,68.0,11,27,20,20,32,30,4,high,high
55313,1,62.0,12,20,20,21,20,20,2,low,very_low
55314,4,67.0,15,24,26,21,33,29,3,medium,high
55315,2,79.0,19,32,20,29,26,29,3,medium,low
55316,5,62.0,17,39,54,37,40,45,1,very_low,very_high
55317,2,77.0,8,20,20,32,20,20,3,medium,low
55318,5,83.0,16,39,40,49,39,60,3,medium,very_high
55319,5,89.0,19,27,33,20,49,36,5,very_high,very_high
55320,1,87.0,8,20,20,20,20,20,2,low,very_low
